,username,location,text,hashtags,tweet_date
103,Fire !,bmi: idfk anymore     18y/o,"I think my state is going to say goodbye to snow. it hasn't snowed as much as it used to in 4 years, and people still say climate change/global warming doesn't exist.
it should not be 40-50°F in November",[],2021-11-24 16:50:05
104,Terrence Daniels (Captain 🍀 Planet),Standing Rock,"Two weeks after ExxonMobil's CEO testified on climate before Congress, one of its lobbyists said of global warming, ‘Is it catastrophic inevitable risk? Not in my mind.’ 

Stop Asking Exxon about Climate Change! They are sociopathic liars!  https://t.co/Y0qlD56FmZ",[],2021-11-24 16:47:23
105,Djindji_5,,"WEF Warns: Global Warming to Disrupt Financial System, ""Freeze"" Bank Accounts

the WEF asks, ""What if extreme weather FROZE your bank account?""  It is clear that deliberate interruptions to critical infrastructure are coming, and will be blamed on climate change 🙄

1/3

⬇️⬇️⬇️ https://t.co/WID5agW8VL",[],2021-11-24 16:45:29
106,New York NOW,Albany,"The New York state officials charged with combating global warming attended the United Nations Climate Change Conference this month in Glasgow, Scotland. 

From @kdewitt7 

https://t.co/JF6KZe3se6",[],2021-11-24 16:43:32
107,Bhavin Mehta,,@GabeHoff So much for global warming oh sorry climate change,[],2021-11-24 16:43:06
108,Seth,The Swamp,Global Warming -&gt; Climate Change -&gt; Climate Justice. What's next? https://t.co/bUhcANHgh2,[],2021-11-24 16:38:55
109,TU (Flat Earth Jedi),San Francisco Bay Area,"Interesting how these filthy rich LEFTIST who have pushed the scare of global warming, now called, climate change where TIDAL WAVES from melted North Pole &amp; Antarctica will flood coast lines, BUY MILLION DOLLAR BEACH HOMES https://t.co/8o4D92vSC8",[],2021-11-24 16:38:10
110,"Yada, Yada, Yada……",,@catturd2 i say that about anyone who thinks climate change/global warming is a crisis… lives on or near the coast…,[],2021-11-24 16:38:05
111,Don Jones,,"@TomFitton @WSJopinion I seem to remember Barack Obama’s whole campaign to win the election in 2008 was Global Warming. What happened to Global Warming?? Ooohhh, that’s right, it’s now called “climate change”, because no matter which way it goes, they can still suck your blood! 🤡",[],2021-11-24 16:36:20
112,Robert Dolezal,Greater San Francisco Bay Area,"Nancy's acid test for climate change, global warming and sea-level rise. https://t.co/GTslAAuqdK",[],2021-11-24 16:35:56
113,Jerry,,Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal https://t.co/aSzYVYO0af,[],2021-11-24 16:30:41
114,Gareth S Jones,Europe,"One of them (in AGU open access journal!) written by an ""independent researcher"", has the most fantastic curve fitting I think I have ever seen, and claims ""invoking human influences to explain climate change was not required"" and global warming will pause till 2040.
Nonsense.",[],2021-11-24 16:28:58
115,bengely,,How Oil Companies Hid the Truth About Climate Change | Global Warming | ... https://t.co/HacH8KOulR דרך @YouTube,[],2021-11-24 16:27:14
116,Jan Terje Espeland,"Bergen, Norway","To understand climate change and global warming, listen to the winners of the Nobel Prize in Physics 2021 - Bergensia https://t.co/47FaKlGnps",[],2021-11-24 16:22:52
117,The Independent,"London, England",Is the climate crisis driving rare bluefin tuna to British waters? https://t.co/ildvdVcQou,[],2021-11-24 16:20:43
118,SpareMeTheBS,Wisconsin,"The arrogant fools who believe they’re in charge of Planet Earth do their damndest to censor any opposing views regarding:

man caused global warming (er, climate change)

election fraud

therapeutic (er, vaccine) fraud

Nevertheless, the truth will ultimately prevail",[],2021-11-24 16:18:46
119,New Jersey EDA,"Trenton, NJ","⏳ We're just one week away from the expansion of the popular NJ ZIP program into the Greater Shore area! 🔋Applying for NJ ZIP can help your business offset the cost of purchasing new, zero-emission medium-duty vehicles.
Details about the program: https://t.co/Vkb4E4RkL5",[],2021-11-24 16:12:49
120,James schaare,,"Dear CNN. Stop the lies about fake global warming!  Many scientists do NOT agree that man made climate change is a fact at all, but THESE scientists are mostly banned from speaking up!!!  We know CNN is an enemy to America!!! https://t.co/IBjwfGcODv",[],2021-11-24 16:00:30
121,Sustainable UCL,"London, UK","Listen to @ProfMarkMaslin's Lunch Hour Lecture to find out how we can limit global warming to under 1.5˚C while dealing with global poverty, population growth, environmental degradation and global security. https://t.co/zXfdCj7u9v

#UCLGenerationOne #ClimateUCL https://t.co/cwjltF7clS","[{'text': 'UCLGenerationOne', 'indices': [232, 249]}, {'text': 'ClimateUCL', 'indices': [250, 261]}]",2021-11-24 15:58:58
122,Maier Amsden,,"@InfjOld @NPR It's officially, mathematically confirmed:
https://t.co/mOCeBzAevR",[],2021-11-24 15:55:51
123,Independent Climate,,Is the climate crisis driving rare bluefin tuna to British waters? https://t.co/C9Dv31Mgg3,[],2021-11-24 15:52:52
124,Ellen Gordon,,One day after my latest tweet gas prices are up $2.50 a gallon. And this is to encourage use of electric cars to ameliorate global warming which is now become climate change which has now become the biggest hoax ever perpetrated on the American people. Thanks Pres Biden https://t.co/jcjTsyrBGj,[],2021-11-24 15:52:30
125,EpicurAlliance,,"Are you interested in the issue of “Climate change”? 🌎

Do not miss tomorrow the Keynote Speech on ““Linking global warming levels with climate change and its impacts in the Mediterranean region”.

You can register here: https://t.co/mpGXF8Istp https://t.co/tS63bD8GaJ",[],2021-11-24 15:42:06
126,Jessica ❤️,San Francisco Bay,"There's no mention of how global warming /climate change has impacted food supplies. 

“He said: ""The UK shopper and consumer could have previously expected just about any product they want to be on the [supermarket] shelf https://t.co/44cWcjO1F1",[],2021-11-24 15:40:25
127,Mark Kolke,,"Mark Kolke recorded some thoughts on climate change, global warming and individual responsibility: SPECIES AT RISK https://t.co/7MJtUcipsy via @YouTube",[],2021-11-24 15:37:26
128,kcfaul,"Boulder, Seattle, LA, Oregon","I’m not anti-space, I’m anti-waste.

Rocket launches are cool but contribute 1 million times more to climate change than an automobile

It’s theatric industrial global warming emissions output",[],2021-11-24 15:37:08
129,Documented,,"Exxon lobbyist denies catastrophic threat posed by climate change in audio obtained by @ItsDocumented 

‘Is it catastrophic inevitable risk? Not in my mind.’ https://t.co/xAWksGsZVz",[],2021-11-24 15:33:36
130,Lynn carthorst,,"If climate change is catastrophic, then why are elites (Obama, Pelosi) buying oceanfront property? They are laughing at you

What Global Warming? Nancy Pelosi Purchases $25 Million Mansion in Florida https://t.co/wNSkEYFkPk via @gatewaypundit",[],2021-11-24 15:26:04
131,Derek Veatch,,@seanhannity @GovRonDeSantis So she bought it on the beach? What about global warming/climate change? Hope she got insurance.,[],2021-11-24 15:22:15
132,Conservation Intl,"HQ - Arlington, VA","As the #COP26 dust settles, health professionals are finally feeling acknowledged by the global climate community.

Their message: #Globalwarming is a leading public health threat &amp; curbing planet-warming emissions is a prescription.

Via @WashingtonPost 
https://t.co/3ufpVm4MT7","[{'text': 'COP26', 'indices': [7, 13]}, {'text': 'Globalwarming', 'indices': [131, 145]}]",2021-11-24 15:17:01
133,lateblum,chicago area,"Bigger question . . . Why would she make this specific purchase when she continues to preach climate change, global warming, the rising of the seas, environmental doom?? https://t.co/N5pxpZRKbu",[],2021-11-24 15:10:55
134,LoneWolf63 #FJB,"Washington, USA","@italinquen They all are. Didn't anyone tell her that by buying that Mansion worth $25m that it would be bad PR? First it's worth over $25m, on her Salary? She should not have been able to afford it and Second, it's on the Beach and she supports Climate Change/Global Warming.",[],2021-11-24 15:10:16
135,Brandon Vise,"Morehead, KY","@GerryConnolly Note to democrats. Stop saying ""Climate Change"" or ""Global Warming."" Start saying ""conservation"". You're welcome.",[],2021-11-24 15:04:36
136,David Halperin,Washington DC,"Exxon spox Casey Norton re comments made at an industry meeting by Exxon VP Erik Oswald: “The statements ... lack appropriate context and are not representative of the company’s positions on important issues, including climate change and carbon capture.” https://t.co/pVp5iBfERQ",[],2021-11-24 15:04:25
137,Pàtàkì,,"@OgbeniDemola The ""evil forest"" was a way of protecting the forest trees, protect wildlife habitats, conservation of forest to prevent climate change and global warming. Then the greatest losses of wildlife in Africa occurred in the early 1900s when Europeans arrived with guns.",[],2021-11-24 15:01:42
138,NK NEWS,D.C. - Seoul,"PODCAST: North Korea has a long history of signing international agreements on environmental issues, but does it really care?

On our latest episode, @JaccoZed discusses how North Korea tackles climate change with analyst @gabrielabbernal
https://t.co/eKpLnLMOLZ",[],2021-11-24 15:00:09
139,THEE Derrick Martin,"Illinois, USA","Oswald ""highlighted his firm’s financial interest in curbing carbon emissions rather than the dangers posed by climate change.""

Ugh. Hate to cosign for this dude. But let's face it; nothing gets done in this world unless there's 💰 in it for someone.
https://t.co/wW47eCzOM4",[],2021-11-24 14:54:32
140,Libel,,"Dealing with climate change means that to a certain degree, we will have to adapt to it.

Our contributor @waliedali123 looks at what happens when a city with as large a population as Karachi is threatened by rising sea levels: https://t.co/ydK460YrV2 https://t.co/03RN0NrDlw",[],2021-11-24 14:39:26
141,Khalid Niaz,,"@ParveenKaswan Political gimick to prove climate change, global warming is true whileas its hoax, scam",[],2021-11-24 14:37:46
142,The Independent,"London, England","Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/rasajZXSmL",[],2021-11-24 14:26:41
143,Random Guy,Nowhere,"@GregoryMarrufo @DrStevenGreer Go review ""global warming/climate change"" predictions over the last 20 years.

Go review the DoD/Pentagon releases and U.S. Navy pilot testimonies over the last couple of years.

Enjoy.",[],2021-11-24 14:22:12
144,Joseph John,East Yorkshire,"Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal https://t.co/lyAA3IiVFr You know this man made global warming thing? What happened, isn't the arctic supposed to be ice free?",[],2021-11-24 14:21:37
145,Nikkei Asia,"Tokyo, New York","GLOBAL WARMING | ASIA NEEDS TO STEP UP

""What is the point of a Swedish steel plant making green steel when India and China are the world's two largest steel producers?""

https://t.co/wvdKrTumCY",[],2021-11-24 14:20:08
146,Mike Meno,"Raleigh, NC","An Exxon lobbyist says climate change is not a “catastrophic inevitable” risk. 

“We’re looking at ways for the company … to gain advantage.”

Isn’t it time these lying polluters were held accountable for putting their profits over the planet?
#ExxonKnew 
https://t.co/9QuW0hQx1L","[{'text': 'ExxonKnew', 'indices': [244, 254]}]",2021-11-24 14:19:07
147,Jane Fleming Kleeb,"Hastings, Nebraska","Exxon...""well maybe climate change is a problem."" These are the idiots who also are supporting the risky carbon pipelines. Big Oil are liars. You are not going to risk farms in Nebraska for your profit. https://t.co/7AUxUtGY2C",[],2021-11-24 14:17:45
148,Jesse Coleman,"Washington, DC","Documented caught a top lobbyist for Exxon going off-script at a recent oil industry meeting. He denied any “catastrophic, inevitable risk” from climate change, compared Exxon’s CCS plans to “sugar-free” foods, and called carbon markets “unhinged.” https://t.co/I4hFlX62H6",[],2021-11-24 14:04:47
149,RedmanNibor,,"And I would hazard a guess,
that these very same whingers;
were the loudest voices,
complaining about climate change,
global warming and insulating homes.
But the moment they realize their presents,
are not under the  Christmas tree;
how quickly they change their chants.",[],2021-11-24 14:04:46
150,John Gage,"Windham, NH","@Southflint @James_BG Fossil fuel money has confused people by clouding our understanding about the problem, and manipulated politics, delaying sensible action. They've been empowered by free market fundamentalist ideologues. 

https://t.co/aVKNO3B0aM

https://t.co/OgR62WjBeG

https://t.co/HAHXe7EyeA",[],2021-11-24 14:01:24
151,Global Institute for Sustainable Prosperity - GISP,Planet Earth,"""As ocean and atmospheric scientists focus on climate, we believe that oceanic oxygen levels are the next big casualty of global warming,""

https://t.co/PThoAtKOgM
#ClimateChange #Oceans #NoPlanetB https://t.co/iVT6rjNfY1","[{'text': 'ClimateChange', 'indices': [164, 178]}, {'text': 'Oceans', 'indices': [179, 186]}, {'text': 'NoPlanetB', 'indices': [187, 197]}]",2021-11-24 14:00:17
152,Fair Observer,"Mountain View, CA, USA","COP26, more than previous summits, has heightened the awareness of participating countries of the severity of climate change and its impact.
@ArekSinanian 
https://t.co/2fb8roNbti",[],2021-11-24 14:00:01
153,Margi✌🏻❤️🙏🇺🇸🇺🇸🐕🐕🐕🐕🐕❤️🙏🙏👁👁,Madison Alabama ,"Woke Hollywood is bizarre 
we had ice age will reoccur 70’s -80 
we had Global warming  90-2010
propaganda nothing happened 
now climate change 2010-now 
heard new climate science on showtime movie 
#LGB 
cupcake she is smarter then  any demorat 🐁 https://t.co/9o9sEsXems","[{'text': 'LGB', 'indices': [199, 203]}]",2021-11-24 13:59:43
