,username,location,text,hashtags,tweet_date
91,Scrubby Trader,,"@disclosetv Earth is just doing its thing. Back in the 60s and 70s politicians and some scientists spread fear about the upcoming ice age a.k.a global cooling, then came the fear about global warming and now it's just ""climate change"". Just the same old story on repeat.",[],2021-11-25 16:27:57
92,Climate Crisis Advisory Group,,"""What we have at hand is a fundamental breach of trust between rich and poor nations, with catastrophic consequences for the world.""

@Sir_David_King in @Forbes discussing the obstacles to limiting global warming to 1.5C.

https://t.co/96hcJxHUZT",[],2021-11-25 16:26:14
93,Alicia Magee,,@melzintune Did you notice the ocean so close by?  Proves there is NO GLOBAL WARMING OR CLIMATE CHANGE ! One picture is worth a thousand words. Please retweet if possible.,[],2021-11-25 16:15:21
94,TheRealBudBundy,Everywhere and Nowhere ,"'Masks' articles, a new variant (Nu), and global climate change alarmism, all on a Thanksgiving morning. 

Everyone pinned to their phones today - you're being played. 
 https://t.co/YJKcrJ8L2O",[],2021-11-25 16:13:59
95,Marilyn Thompson,Cheshire east,@GBNEWS Why did they change the term climate change from global warming,[],2021-11-25 15:59:02
96,Diagnosis my RIGHT!,Canada,"Global warming aka Climate Change is man made by #Chemtrails 

Poison the people from all angles.

#Genocide https://t.co/d2n3IkrptL","[{'text': 'Chemtrails', 'indices': [49, 60]}, {'text': 'Genocide', 'indices': [99, 108]}]",2021-11-25 15:58:59
97,Dominic Fairman,Cornwall,"In the current debate the solutions I never hear are; deeper action on climate change, a prompt restoration of international aid, and a commitment to step up funding for adaption in the developing world. Mass migration will be the face of global warming for years to come",[],2021-11-25 15:51:18
98,Art Bell,,#NowPlaying #ArtBell #Stream1  - Climate Change and Global Warming - Richard Somerville - 2007-05-13 - Coast to Coast AM with Art Bell - Climate Change and Global Warming - Richard Somerville https://t.co/YuxBnZJSAv,"[{'text': 'NowPlaying', 'indices': [0, 11]}, {'text': 'ArtBell', 'indices': [12, 20]}, {'text': 'Stream1', 'indices': [21, 29]}]",2021-11-25 15:50:01
99,Lair-Dog Del Talimabravo,,"@PeterDClack The point that matters is, do you believe the core science behind global warming / climate change?
If not, you are a crackpot (unless you are even more expert). If you believe but just think messaging could be softened, then why not just make that point more clearly?",[],2021-11-25 15:44:28
100,busythings.co.uk,UK & Worldwide. Based in Derby,"Are you exploring climate change? 

Global warming is significantly changing our winters as our fact sheet in our Winter topical pack shows. 

https://t.co/5lxiviLHRC

Take a look today! 

#climatechange #winter https://t.co/rZR0UfBHJJ","[{'text': 'climatechange', 'indices': [189, 203]}, {'text': 'winter', 'indices': [204, 211]}]",2021-11-25 15:40:03
101,Robinson GAS S,,@citizentvkenya And you are reporting this when we need information on climate change and global warming?????👏👏👏,[],2021-11-25 15:39:12
102,Thomas,,"@RandTaylor21 @AsteroidWatch @NASA @NASASolarSystem @JHUAPL Global warming hence climate change, is the displacement and change of our climate which harms our environment. If a large enough asteroid were to hit, it would only accelerate the effects we see with climate change.",[],2021-11-25 15:38:20
103,Dihorse37,,"@JimInhofe @SecDef @DeptofDefense Sen. Inhofe, what's your stand on global warming by now? Do you still think ""climate change"" was brainwashed? https://t.co/auh5crwVto",[],2021-11-25 15:38:07
104,FinnAgora,Budapest,"Professor Diana Ürge-Vorsatz, Director of the Center for Climate Change and Sustainable Energy Policy in Hungary, will provide insights into possible solutions to climate change reflecting her experience with the IPCC’s working group on global warming. #finnovation2021 @DianaUrge https://t.co/1SjmEtzHMh","[{'text': 'finnovation2021', 'indices': [253, 269]}]",2021-11-25 15:10:24
105,Grantham Imperial,Imperial College London,"🎥In case you missed it...

#Grantham_IC's Dr @FrediOtto, appeared on @BloombergLive to explore the critical role weather and climate change play in the fight to limit global warming to 1.5°C with Bloomberg Green's @eroston. https://t.co/ICg4Ef1a2L","[{'text': 'Grantham_IC', 'indices': [27, 39]}]",2021-11-25 15:10:04
106,WE NEED TO BAN RUBBER CRUMB IN 3G PITCHES NOW!,"England, United Kingdom","This is very good news.

Thank goodness, some authorities are taking Climate Change/Global Warming seriously ...  at last.

It's now definitely time for the UK to step up too. https://t.co/2scC3e1M3O",[],2021-11-25 15:09:40
107,Tommy FFC,,Breaking news: The world is saved. There is no more global warming and it’s all down to Brentford. Climate change has officially been #StungByTheBees https://t.co/DEAQ38xu3D,"[{'text': 'StungByTheBees', 'indices': [134, 149]}]",2021-11-25 15:09:23
108,SandileSN,South Africa,"@PeterSweden7 They'll say it's no longer global warming, it's climate change. Chess masters those guys",[],2021-11-25 14:42:46
109,Peter Head,,"Arctic is warming 3x more quickly than planet as a whole with temperatures rising 3 DegC above pre-industrial levels. This is causing ice in the polar region to melt, which in turn is raising global sea levels &amp;will submerge low-lying parts of the world. https://t.co/hiEN20hbYh",[],2021-11-25 14:36:44
110,Tim McLain,"Raleigh, NC",.@elonmusk ready to tackle climate change by creating sulfur fart rockets? @nealstephenson’s Terminal Shock novel has the science.  https://t.co/mKGp72lSWC   #ClimateCrisis #ClimateActionNow #ElonMusk @SpaceX,"[{'text': 'ClimateCrisis', 'indices': [158, 172]}, {'text': 'ClimateActionNow', 'indices': [173, 190]}, {'text': 'ElonMusk', 'indices': [191, 200]}]",2021-11-25 14:16:51
111,🧑🏽‍💻EP MEDIA 💻🎹🎥,"Rancho Cucamonga, CA",Sending an astroid like off course from hitting earth is a complete waste of time when climate change and global warming is already screwing up our planet it wouldn’t make a difference anyway,[],2021-11-25 14:11:48
112,Guilherme Cavalcanti,,@PeterSweden7 Wrong! Climate change is the new global warming. 🤣🤣🤣,[],2021-11-25 14:09:04
113,Mishcon de Reya LLP,London,"As announced by SBTi @sciencetargets today, we're officially on track to reducing our greenhouse gas emissions and limiting global warming to 1.5 degrees C, in line with our Climate Change Strategy and net zero goals. https://t.co/TzlaWzOn8m",[],2021-11-25 13:59:59
114,"Get vaccinated, chickenshit!",,"@DanielTurnerPTF @alexbruesewitz Global Warming is not just about a rise in the sea level. But I'm sure a fossil fuel shill wouldn't mislead anyone, right, Danny?

https://t.co/jFuzwZtsrA",[],2021-11-25 13:57:00
115,Kushtwit,"Nairobi, Kenya","@johnallannamu This is unnecessary attack. Everything you do or agitate for or against on this Earth requires finances, from romance to the fight against global warming and climate change. Change the actors and the need remains the same.",[],2021-11-25 13:51:47
116,Tim O'Leary,,@mapalljohn @gavinjdaly @fiannafailparty @ReginaDo @SenRobGallagher So then the closure of the Bord Na Mona bogs is a big win for climate change. My understanding is that when these bogs are rewetted they stop emitting co2 but resume emitting methane? If this is the case what's the balance in terms of global warming when methane is ×28 co2 effect,[],2021-11-25 13:50:51
117,Mike,"England, United Kingdom","@PeterSweden7 It used to be global cooling then global warming. Today they call it “climate change”. A vague name for a fake crisis. So whenever the weather changes they are no longer wrong. When it’s too hot, too cold, too windy, too dry or too wet - it’s all “climate change”.",[],2021-11-25 13:42:37
118,Chris 🇺🇸🦅,,Regarding climate change - seems like Pelosi wouldn't buy a $25M home on the ocean in FL if global warming was going to raise the ocean levels https://t.co/rXpPtGgqKi,[],2021-11-25 13:36:05
119,sanjeev jain,"Raipur, India","Global warming to hit India the worst in Asia by 2070
Over 9 billion across the world likely to be exposed to annual average temperatures experienced only in the hottest deserts  https://t.co/8lnpBoeiJk",[],2021-11-25 13:34:43
120,Kully Johnson,South Florida,"Nothing says global warming, the seas are rising, Florida will be under soon like Nancy Piglosi buying a $24 million dollar mansion on the ocean, that's looks like a great starting point for the Trump/DeSantis 2024 boat parade rallies, This shows climate change/warming is BS https://t.co/tMUtwBR3kE",[],2021-11-25 13:33:52
121,Kevin 🧉,,"""Climate change weakens economies, affects primarily
the poorest members of society, and impacts on the
strength of health systems. The time left to reverse
global warming is getting more and more limited."" https://t.co/EqSZpiMYcw",[],2021-11-25 13:33:37
122,Idrees Achakzai,"Islamabad, Pakistan","Congratulations on the very well-deserved assignment. We the young Environmentalists of Balochistan are ready to work with you especially in the fight against global warming, climate change, and research. Wishing you all the best 👍 https://t.co/2GotGaCZoJ",[],2021-11-25 13:27:16
123,Andrew Revkin 🌎 ✍🏼 🪕 ☮️,Hudson Highlands / Lenape Land,"Exxon faces challenges syncing investor and public messaging on its roles driving and mitigating climate change: @desmondbutler @washingtonpost
https://t.co/9Y0g8ndp7T Cites my piece on Exxon ads in an @ayanaeliza WP climate op-ed: https://t.co/5iUGInYlno https://t.co/mnYO1Blv02",[],2021-11-25 13:01:31
124,GLISPA,Pohnpei,"“Ultimately the purpose of all climate misinformation is to delay climate action—whether the argument is ‘global warming isn’t happening’ or ‘climate models are unreliable,’

Shout out to this team for addressing climate misinformation! 
#climatechange
https://t.co/bzqpLxLn4Y","[{'text': 'climatechange', 'indices': [238, 252]}]",2021-11-25 13:00:39
125,Gallivant,,"With the annual climate change summit over, check what world leaders achieved at COP26

Check Now: https://t.co/sZFgmAacjX

#COP26Glasgow #cop26coalition #climatechange #globalwarming #greenhouse","[{'text': 'COP26Glasgow', 'indices': [124, 137]}, {'text': 'cop26coalition', 'indices': [138, 153]}, {'text': 'climatechange', 'indices': [154, 168]}, {'text': 'globalwarming', 'indices': [169, 183]}, {'text': 'greenhouse', 'indices': [184, 195]}]",2021-11-25 12:56:41
126,Comfortably Numb #KBF,1984,"Global warming is sooo last year, this is climate change.....facts matter. https://t.co/zXIVoDig8A",[],2021-11-25 12:53:35
127,Bill Murray's Groundhog day Everyday,Canada,"@JustinTrudeau March 1888 blizzard dumps over 60"" of snow in a two day period on NYC

Was that climate change? Global warming? Or global cooling before warming?

Just trying to get my facts straight to feel better about the next carbon price increase because of ""extreme"" weather",[],2021-11-25 12:33:43
128,Manish Khurana,"New Delhi, India","Exxon says it backs scientific consensus on climate change, but one executive cast doubts https://t.co/s3RQoyNRG0

#GlobalWarming #ClimateChange #ClimateCrisis #ClimateEmergency #WeDontHaveTime","[{'text': 'GlobalWarming', 'indices': [115, 129]}, {'text': 'ClimateChange', 'indices': [130, 144]}, {'text': 'ClimateCrisis', 'indices': [145, 159]}, {'text': 'ClimateEmergency', 'indices': [160, 177]}, {'text': 'WeDontHaveTime', 'indices': [178, 193]}]",2021-11-25 12:30:01
129,Yellow Hand,,"Ever wonder why the #lunaticLeft constantly plays with words, for example, when it replaced 'global warming' (which made no sense) with 'climate change' (which fits every occasion)?
Answer: #lunaticLeft uses words to control YOUR
behavior and thinking. https://t.co/bEgkstZvLr","[{'text': 'lunaticLeft', 'indices': [20, 32]}, {'text': 'lunaticLeft', 'indices': [190, 202]}]",2021-11-25 12:24:07
130,Patience Rusare,"Harare, Zimbabwe","#AHRC2021_FDP Centre for Human Rights, University of Pretoria  
The effects of climate change go far beyond global warming and rising sea temperatures. They entail rapid-onset weather events such as intensified flooding, drought, and wildfires. These clim…https://t.co/gti7ctlyMc","[{'text': 'AHRC2021_FDP', 'indices': [0, 13]}]",2021-11-25 12:19:38
131,robert hall,"Adwick le Street, England","@PeterSweden7 @JOHjohJOH12 Ahhh the old global warming thingy , when they realised it wasn’t actually warming up they changed the tune it’s now climate change . Whatever next ?",[],2021-11-25 12:08:58
132,Addis fortune,,"Climate-change projects could provide a unique opportunity for women. By directing financial resources effectively, the world can make significant progress in tackling both global warming and gender inequality, writes Marjut Falkstedt. https://t.co/FzkhX7EmR8 https://t.co/rRmhxnJ6kI",[],2021-11-25 11:35:02
133,Newt,Bateau Bay Beach,Climate Change/Global warming is Bullshit https://t.co/gYAF8Hxsm2,[],2021-11-25 11:27:51
134,Contributed,,"@realRick_AUS Global warming , ehem climate change",[],2021-11-25 11:26:45
135,Newt,Bateau Bay Beach,"Australia’s dams are overflowing.
Why aren’t we building more???
A reminder to all that global warming/climate change is all Bullshit!!! https://t.co/LHvr2QPzXO",[],2021-11-25 11:20:55
136,Paul Polman,,Some companies are worth helping to change. Others frankly not. That culture seems truly rotten. Hard the explain the continuous PR gaffes.  https://t.co/UQx0aFYdER,[],2021-11-25 11:16:08
137,Pàtàkì,,"@munyachawawa Tell William that the ""evil forest"" was a way of protecting the forest, wildlife habitats, to prevent climate change and global warming. Until the arrival of the Europeans with guns in the early 1900s leading to   the greatest losses of wildlife in Africa.",[],2021-11-25 11:15:20
138,Electoral Psychology Observatory,,And in other news... https://t.co/jaqZw2PyqE,[],2021-11-25 11:14:07
139,Nitroman 🇬🇧🇺🇲🇨🇦🇦🇺🇳🇿🇮🇳,Nitroland,"Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal. Fed a lie to suit a agenda. @SkyNews @BBCNews

https://t.co/yi4wqFaxhy",[],2021-11-25 11:14:02
140,William Huston 🔵,"Endicott, Broome Cnty, NY US","@latimeralder @SteveG06322664 Are we talking about climate change? or global warming? These terms are not synonymous.

e.g., Desertification is part of Climate Change but not necessarily caused by global warming.",[],2021-11-25 11:08:10
